	0.350342	0.013733
	0.145874	-0.047302
	0.379944	-0.014648
	0.227966	-0.014954
	0.262756	-0.059204
	0.325317	0.003967
	0.174255	-0.066833
	0.362244	-0.003357
	0.145569	-0.030518
	0.312195	-0.038147
	0.294189	0.007629
	0.242920	-0.059509
	0.333252	0.017700
	0.103149	-0.048523
	0.347290	-0.011902
	0.270081	-0.023499
	0.328979	-0.053406
	0.266724	0.000305
	0.158997	-0.067749
	0.409241	0.003052
	0.203552	-0.036011
	0.316467	-0.025940
	0.266113	0.008850
	0.213013	-0.057068
	0.322876	0.010071
	0.140686	-0.055847
	0.344238	-0.012512
	0.224915	-0.030212
	0.277405	-0.062256
	0.299683	0.010071
	0.164185	-0.074768
	0.365601	0.007935
	0.163879	-0.040894
	0.312500	-0.027161
	0.265198	0.011292
	0.209961	-0.056152
	0.345764	0.017700
	0.127869	-0.057983
	0.344849	-0.014038
	0.226135	-0.019836
	0.284424	-0.070801
	0.334778	0.003662
	0.180664	-0.074768
	0.341797	0.005798
	0.155029	-0.026550
	0.351257	-0.034485
	0.309143	0.016785
	0.219727	-0.061035
	0.306702	0.019836
	0.140991	-0.061035
	0.363464	-0.022888
	0.195923	-0.017090
	0.281067	-0.070801
	0.336914	0.014648
	0.161438	-0.075684
	0.340881	0.000916
	0.177002	-0.032959
	0.361633	-0.040894
	0.285950	0.009766
	0.193787	-0.065918
	0.318604	0.024719
	0.161743	-0.045471
	0.379944	-0.022888
	0.252380	-0.011902
	0.268555	-0.065308
	0.287781	0.010376
	0.175781	-0.076904
	0.352783	-0.012817
	0.189514	-0.037842
	0.323181	-0.036316
	0.254822	0.011597
	0.185242	-0.063477
	0.378113	0.022583
	0.154114	-0.048523
	0.323181	-0.021057
	0.223999	-0.017090
	0.312500	-0.058289
	0.346680	0.009460
	0.141602	-0.071106
	0.351257	0.000305
	0.192566	-0.035400
	0.377808	-0.035095
	0.292053	0.006409
	0.195007	-0.067749
	0.345459	0.016479
	0.157471	-0.053711
	0.362244	-0.022278
	0.220337	-0.024719
	0.243225	-0.062866
	0.328674	0.016174
	0.189819	-0.072021
	0.391846	-0.003662
	0.186768	-0.032959
	0.286255	-0.029907
	0.253296	0.005188
	0.230103	-0.066528
	0.333862	0.014954
	0.143127	-0.056152
	0.341797	-0.007935
	0.231934	-0.017395
	0.297546	-0.068054
	0.323486	0.012512
	0.128174	-0.069885
	0.353394	-0.004578
	0.209045	-0.036011
	0.327148	-0.039368
	0.260925	0.008850
	0.218811	-0.063477
	0.339355	0.018005
	0.160217	-0.051880
	0.340881	-0.017700
	0.222168	-0.007935
	0.300903	-0.063477
	0.296021	0.004578
	0.156860	-0.069885
	0.343323	-0.007019
	0.173645	-0.035400
	0.307617	-0.045166
	0.271912	0.008850
	0.209351	-0.054626
	0.319519	0.009155
	0.122375	-0.050354
	0.365601	-0.024109
	0.228577	-0.016785
	0.281982	-0.057678
	0.325623	0.006714
	0.145874	-0.065002
	0.373840	0.000916
	0.178223	-0.034485
